,Ano,#,Especialidade,Local,Numero_Ordem
57,2022,58.0,Radiologia,Hospital de Braga,58.0
58,2022,59.0,Oftalmologia,"Centro Hospitalar Lisboa Central, E.P.E.",59.0
59,2022,60.0,Gastroenterologia,"Centro Hospitalar Lisboa Central, E.P.E.",60.0
60,2022,61.0,Gastroenterologia,"Unidade Local de Saúde de Matosinhos, E.P.E.",61.0
61,2022,62.0,Cardiologia,"Centro Hospitalar de São João, E.P.E.",62.0
62,2022,63.0,Cardiologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",63.0
63,2022,64.0,Oftalmologia,"Centro Hospitalar Lisboa Central, E.P.E.",64.0
64,2022,65.0,Dermatovenereologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",65.0
65,2022,66.0,Endocrinologia/Nutrição,"Centro Hospitalar de Lisboa Norte, E.P.E.",66.0
66,2022,67.0,Medicina Geral Familiar,ACES Baixo Mondego - USF Briosa - CS Norton de Matos,67.0
67,2022,68.0,Oftalmologia,Instituto de Oftalmologia Dr. Gama Pinto,68.0
68,2022,69.0,Oftalmologia,Hospital Beatriz Ângelo,69.0
69,2022,70.0,Radiologia,"Centro Hospitalar de São João, E.P.E.",70.0
70,2022,71.0,Neurocirurgia,"Centro Hospitalar do Porto, E.P.E.",71.0
71,2022,72.0,Oftalmologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",72.0
72,2022,73.0,Oftalmologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",73.0
73,2022,74.0,Neurologia,"Centro Hospitalar do Porto, E.P.E.",74.0
74,2022,75.0,Reumatologia,"Centro Hospitalar do Algarve, E.P.E.",75.0
75,2022,76.0,Oftalmologia,"Centro Hospitalar de Leiria, E.P.E.",76.0
76,2022,77.0,Radiologia,"Hospital Garcia de Orta, E.P.E.",77.0
77,2022,78.0,Gastroenterologia,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",78.0
78,2022,79.0,Otorrinolaringologia,"Centro Hospitalar de Tondela - Viseu, E.P.E.",79.0
79,2022,80.0,Radiologia,Hospital da CUF Infante Santo,80.0
80,2022,81.0,Oftalmologia,"Centro Hospitalar de Entre-Douro e Vouga, E.P.E.",81.0
81,2022,82.0,Otorrinolaringologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",82.0
82,2022,83.0,Gastroenterologia,"Centro Hospitalar de São João, E.P.E.",83.0
83,2022,84.0,Endocrinologia/Nutrição,"Hospital Garcia de Orta, E.P.E.",84.0
84,2022,85.0,Endocrinologia/Nutrição,"Centro Hospitalar de São João, E.P.E.",85.0
85,2022,86.0,Pediatria,"Hospital Garcia de Orta, E.P.E.",86.0
86,2022,87.0,Cardiologia,"Centro Hospitalar do Porto, E.P.E.",87.0
87,2022,88.0,Cirurgia Pediátrica,"Centro Hospitalar Lisboa Central, E.P.E.",88.0
88,2022,89.0,Gastroenterologia,Hospital de Braga,89.0
89,2022,90.0,Anestesiologia,"Centro Hospitalar do Porto, E.P.E.",90.0
90,2022,91.0,Gastroenterologia,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",91.0
91,2022,92.0,Otorrinolaringologia,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",92.0
92,2022,93.0,Radiologia,"Centro Hospitalar do Algarve, E.P.E.",93.0
93,2022,94.0,Angiologia e Cirurgia Vascular,"Centro Hospitalar do Porto, E.P.E.",94.0
94,2022,95.0,Endocrinologia/Nutrição,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",95.0
95,2022,96.0,Endocrinologia/Nutrição,"Unidade Local de Saúde de Matosinhos, E.P.E.",96.0
96,2022,97.0,Cirurgia Plástica Reconstrutiva Estética,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",97.0
97,2022,98.0,,,98.0
98,2022,99.0,Angiologia e Cirurgia Vascular,"Centro Hospitalar de São João, E.P.E.",99.0
99,2022,100.0,Radiologia,"Centro Hospitalar de São João, E.P.E.",100.0
100,2022,101.0,Cardiologia,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",101.0
101,2022,102.0,Cirurgia Plástica Reconstrutiva Estética,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",102.0
102,2022,103.0,Radiologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",103.0
103,2022,104.0,Radiologia,Hospital da Luz,104.0
104,2022,105.0,Gastroenterologia,"Centro Hospitalar de Setúbal, E.P.E.",105.0
105,2022,106.0,Otorrinolaringologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",106.0
106,2022,107.0,Cardiologia,"Centro Hospitalar de Tondela - Viseu, E.P.E.",107.0
107,2022,108.0,Medicina Interna,"Centro Hospitalar do Baixo Vouga, E.P.E.",108.0
108,2022,109.0,Anestesiologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",109.0
109,2022,110.0,Endocrinologia/Nutrição,Hospital de Braga,110.0
110,2022,111.0,Otorrinolaringologia,"Centro Hospitalar do Porto, E.P.E.",111.0
111,2022,112.0,Radiologia,Hospital da CUF Descobertas,112.0
112,2022,113.0,Cardiologia,"Centro Hospitalar de Leiria, E.P.E.",113.0
113,2022,114.0,Gastroenterologia,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",114.0
114,2022,115.0,Radiologia,"Instituto Português Oncologia do Porto Francisco Gentil, E.P.E. ",115.0
115,2022,116.0,Gastroenterologia,Hospital Central do Funchal,116.0
116,2022,117.0,Otorrinolaringologia,"Centro Hospitalar do Baixo Vouga, E.P.E.",117.0
117,2022,118.0,Otorrinolaringologia,"Centro Hospitalar de São João, E.P.E.",118.0
118,2022,119.0,Pediatria,Hospital de Vila Franca de Xira,119.0
119,2022,120.0,Ginecologia/Obstetricia,"Hospital Divino Espírito Santo de Ponta Delgada, E.P.E.",120.0
120,2022,121.0,Psiquiatria,"Centro Hospitalar de Lisboa Norte, E.P.E.",121.0
121,2022,122.0,Anestesiologia,"Centro Hospitalar de São João, E.P.E.",122.0
122,2022,123.0,Gastroenterologia,"Centro Hospitalar do Porto, E.P.E.",123.0
123,2022,124.0,Medicina Física Reabilitação,"Hospital da Senhora da Oliveira - Guimarães, E.P.E.",124.0
124,2022,125.0,Cardiologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",125.0
125,2022,126.0,Urologia,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",126.0
126,2022,127.0,Cardiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",127.0
127,2022,128.0,Otorrinolaringologia,"Unidade Local de Saúde de Matosinhos, E.P.E.",128.0
128,2022,129.0,Gastroenterologia,"Unidade Local de Saúde do Alto Minho, E.P.E.",129.0
129,2022,130.0,Anestesiologia,"Instituto Português Oncologia de Lisboa Francisco Gentil, E.P.E.",130.0
130,2022,131.0,Cardiologia,"Centro Hospitalar de São João, E.P.E.",131.0
131,2022,132.0,Gastroenterologia,"Centro Hospitalar de Leiria, E.P.E.",132.0
132,2022,133.0,Ginecologia/Obstetricia,"Centro Hospitalar de Lisboa Norte, E.P.E.",133.0
133,2022,134.0,,,134.0
134,2022,135.0,Neurologia,Hospital de Braga,135.0
135,2022,136.0,Radiologia,"Instituto Português Oncologia de Lisboa Francisco Gentil, E.P.E.",136.0
136,2022,137.0,Radiologia,"Centro Hospitalar do Porto, E.P.E.",137.0
137,2022,138.0,Radiologia,"Centro Hospitalar do Porto, E.P.E.",138.0
138,2022,139.0,Ortopedia,"Centro Hospitalar de São João, E.P.E.",139.0
139,2022,140.0,Medicina Interna,"Centro Hospitalar de São João, E.P.E.",140.0
140,2022,141.0,Radiologia,Hospital da CUF Porto,141.0
141,2022,142.0,Gastroenterologia,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",142.0
142,2022,143.0,Neurologia,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",143.0
143,2022,144.0,Radiologia,"Unidade Local de Saúde de Matosinhos, E.P.E.",144.0
144,2022,145.0,Anestesiologia,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",145.0
145,2022,146.0,Otorrinolaringologia,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",146.0
146,2022,147.0,Gastroenterologia,Hospital Beatriz Ângelo,147.0
147,2022,148.0,Endocrinologia/Nutrição,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",148.0
148,2022,149.0,Ortopedia,"Hospital Santa Maria Maior, E.P.E. - Barcelos",149.0
149,2022,150.0,Psiquiatria,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",150.0
150,2022,151.0,Ginecologia/Obstetricia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",151.0
151,2022,152.0,Anestesiologia,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",152.0
152,2022,153.0,Anestesiologia,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",153.0
153,2022,154.0,Urologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",154.0
154,2022,155.0,Anestesiologia,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",155.0
155,2022,156.0,Medicina Geral Familiar,ACES Douro I - Marão e Douro Norte - USF Corgo,156.0
156,2022,157.0,Gastroenterologia,"Centro Hospitalar de Tondela - Viseu, E.P.E.",157.0
157,2022,158.0,Otorrinolaringologia,Hospital Beatriz Ângelo,158.0
158,2022,159.0,Psiquiatria,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",159.0
159,2022,160.0,Psiquiatria,Centro Hospitalar Psiquiátrico de Lisboa,160.0
160,2022,161.0,Gastroenterologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",161.0
161,2022,162.0,Medicina Trabalho,"Instituto Português Oncologia do Porto Francisco Gentil, E.P.E. ",162.0
162,2022,163.0,Anestesiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",163.0
163,2022,164.0,Anestesiologia,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",164.0
164,2022,165.0,Cardiologia,"Centro Hospitalar de São João, E.P.E.",165.0
165,2022,166.0,Neurologia,"Centro Hospitalar Lisboa Central, E.P.E.",166.0
166,2022,167.0,Cardiologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",167.0
167,2022,168.0,Neurorradiologia,"Centro Hospitalar do Porto, E.P.E.",168.0
168,2022,169.0,Radiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",169.0
169,2022,170.0,Psiquiatria,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",170.0
170,2022,171.0,Radiologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",171.0
171,2022,172.0,Anestesiologia,"Hospital da Senhora da Oliveira - Guimarães, E.P.E.",172.0
172,2022,173.0,Anestesiologia,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",173.0
173,2022,174.0,Gastroenterologia,"Hospital da Senhora da Oliveira - Guimarães, E.P.E.",174.0
174,2022,175.0,Cardiologia Pediátrica,"Centro Hospitalar de São João, E.P.E.",175.0
175,2022,176.0,Gastroenterologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",176.0
176,2022,177.0,Anestesiologia,Hospital de Braga,177.0
177,2022,178.0,Otorrinolaringologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",178.0
178,2022,179.0,Anestesiologia,"Centro Hospitalar do Porto, E.P.E.",179.0
179,2022,180.0,Anestesiologia,"Centro Hospitalar de São João, E.P.E.",180.0
180,2022,181.0,Otorrinolaringologia,Hospital de Braga,181.0
181,2022,182.0,Anestesiologia,"Centro Hospitalar do Porto, E.P.E.",182.0
182,2022,183.0,Gastroenterologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",183.0
183,2022,184.0,Anestesiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",184.0
184,2022,185.0,Anestesiologia,"Centro Hospitalar do Porto, E.P.E.",185.0
185,2022,186.0,Radiologia,"Centro Hospitalar do Baixo Vouga, E.P.E.",186.0
186,2022,187.0,Medicina Geral Familiar,ACES Arrábida - UCSP Azeitão,187.0
187,2022,188.0,Urologia,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",188.0
188,2022,189.0,Otorrinolaringologia,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",189.0
189,2022,190.0,Anestesiologia,"Centro Hospitalar do Porto, E.P.E.",190.0
190,2022,191.0,Ortopedia,Hospital de Braga,191.0
191,2022,192.0,Otorrinolaringologia,"Hospital da Senhora da Oliveira - Guimarães, E.P.E.",192.0
192,2022,193.0,Nefrologia,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",193.0
193,2022,194.0,Ortopedia,"Centro Hospitalar de São João, E.P.E.",194.0
194,2022,195.0,Ortopedia,"Centro Hospitalar do Porto, E.P.E.",195.0
195,2022,196.0,Anestesiologia,"Centro Hospitalar de São João, E.P.E.",196.0
196,2022,197.0,Urologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",197.0
197,2022,198.0,Medicina Física Reabilitação,"Centro Hospitalar de São João, E.P.E.",198.0
198,2022,199.0,Ortopedia,"Centro Hospitalar de São João, E.P.E.",199.0
199,2022,200.0,Radiologia,"Unidade Local de Saúde do Alto Minho, E.P.E.",200.0
200,2022,201.0,Angiologia e Cirurgia Vascular,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",201.0
201,2022,202.0,Otorrinolaringologia,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",202.0
202,2022,203.0,Radiologia,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.",203.0
203,2022,204.0,Ginecologia/Obstetricia,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",204.0
204,2022,205.0,Endocrinologia/Nutrição,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",205.0
205,2022,206.0,Medicina Geral Familiar,ACES Zona Oeste - Centro de Saúde da Ribeira Brava,206.0
206,2022,207.0,Urologia,"Centro Hospitalar Lisboa Central, E.P.E.",207.0
207,2022,208.0,Oncologia Médica,"Instituto Português Oncologia do Porto Francisco Gentil, E.P.E. ",208.0
208,2022,209.0,Ginecologia/Obstetricia,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",209.0
209,2022,210.0,Gastroenterologia,"Centro Hospitalar do Porto, E.P.E.",210.0
210,2022,211.0,Radiologia,"Centro Hospitalar de Tondela - Viseu, E.P.E.",211.0
211,2022,212.0,Anestesiologia,"Unidade Local de Saúde de Matosinhos, E.P.E.",212.0
212,2022,213.0,Endocrinologia/Nutrição,"Instituto Português Oncologia de Coimbra Francisco Gentil, E.P.E.",213.0
213,2022,214.0,Radiologia,"Centro Hospitalar de Tondela - Viseu, E.P.E.",214.0
214,2022,215.0,Endocrinologia/Nutrição,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",215.0
215,2022,216.0,Urologia,"Centro Hospitalar de São João, E.P.E.",216.0
216,2022,217.0,Anestesiologia,"Centro Hospitalar Lisboa Central, E.P.E.",217.0
217,2022,218.0,Medicina Física Reabilitação,"Unidade Local de Saúde de Matosinhos, E.P.E.",218.0
218,2022,219.0,Cardiologia,Hospital de Braga,219.0
219,2022,220.0,Neurorradiologia,"Unidade Local de Saúde de Matosinhos, E.P.E.",220.0
220,2022,221.0,Anestesiologia,"Unidade Local de Saúde de Matosinhos, E.P.E.",221.0
221,2022,222.0,Saúde Pública,ACES Grande Porto VI - Porto Oriental - USP Paranhos,222.0
222,2022,223.0,Endocrinologia/Nutrição,"Centro Hospitalar do Porto, E.P.E.",223.0
223,2022,224.0,Ginecologia/Obstetricia,Hospital de Braga,224.0
224,2022,225.0,Psiquiatria,"Hospital de Magalhães Lemos, E.P.E.",225.0
225,2022,226.0,Otorrinolaringologia,"Hospital Garcia de Orta, E.P.E.",226.0
226,2022,227.0,Anestesiologia,"Instituto Português Oncologia de Lisboa Francisco Gentil, E.P.E.",227.0
227,2022,228.0,Otorrinolaringologia,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.",228.0
228,2022,229.0,Psiquiatria Infância e Adolescência,"Hospital Garcia de Orta, E.P.E.",229.0
229,2022,230.0,Ortopedia,Hospital de Braga,230.0
230,2022,231.0,Otorrinolaringologia,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",231.0
231,2022,232.0,Radiologia,Hospital Central do Funchal,232.0
232,2022,233.0,Psiquiatria Infância e Adolescência,"Centro Hospitalar do Porto, E.P.E.",233.0
233,2022,234.0,Anestesiologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",234.0
234,2022,235.0,Radiologia,"Instituto Português Oncologia de Lisboa Francisco Gentil, E.P.E.",235.0
235,2022,236.0,Cardiologia,Hospital de Braga,236.0
236,2022,237.0,Anestesiologia,Hospital da Luz,237.0
237,2022,238.0,Endocrinologia/Nutrição,Hospital da Luz,238.0
238,2022,239.0,Anestesiologia,"Unidade Local de Saúde de Matosinhos, E.P.E.",239.0
239,2022,240.0,Radiologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",240.0
240,2022,241.0,Endocrinologia/Nutrição,"Centro Hospitalar Lisboa Central, E.P.E.",241.0
241,2022,242.0,Gastroenterologia,"Hospital Garcia de Orta, E.P.E.",242.0
242,2022,243.0,Radiologia,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",243.0
243,2022,244.0,Oncologia Médica,"Instituto Português Oncologia de Lisboa Francisco Gentil, E.P.E.",244.0
244,2022,245.0,Ginecologia/Obstetricia,"Unidade Local de Saúde de Matosinhos, E.P.E.",245.0
245,2022,246.0,Ginecologia/Obstetricia,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",246.0
246,2022,247.0,Ginecologia/Obstetricia,"Centro Hospitalar do Médio Ave, E.P.E.",247.0
247,2022,248.0,Anestesiologia,"Centro Hospitalar do Baixo Vouga, E.P.E.",248.0
248,2022,249.0,Radiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",249.0
249,2022,250.0,Cardiologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",250.0
250,2022,251.0,Ortopedia,Hospital Ortopédico de Santa Ana - Parede,251.0
251,2022,252.0,Neurologia,"Centro Hospitalar de São João, E.P.E.",252.0
252,2022,253.0,Endocrinologia/Nutrição,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",253.0
253,2022,254.0,Anestesiologia,"Hospital Divino Espírito Santo de Ponta Delgada, E.P.E.",254.0
254,2022,255.0,Psiquiatria,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",255.0
255,2022,256.0,Neurorradiologia,Hospital de Braga,256.0
256,2022,257.0,Anestesiologia,"Centro Hospitalar de Tondela - Viseu, E.P.E.",257.0
257,2022,258.0,Urologia,"Centro Hospitalar de São João, E.P.E.",258.0
258,2022,259.0,Ginecologia/Obstetricia,"Centro Hospitalar do Porto, E.P.E.",259.0
259,2022,260.0,Anestesiologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",260.0
260,2022,261.0,Cardiologia,"Centro Hospitalar do Algarve, E.P.E.",261.0
261,2022,262.0,Pediatria,"Centro Hospitalar de Lisboa Norte, E.P.E.",262.0
262,2022,263.0,Neurorradiologia,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",263.0
263,2022,264.0,Urologia,"Centro Hospitalar do Porto, E.P.E.",264.0
264,2022,265.0,Radiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",265.0
265,2022,266.0,Urologia,"Instituto Português Oncologia do Porto Francisco Gentil, E.P.E. ",266.0
266,2022,267.0,Otorrinolaringologia,"Centro Hospitalar de Setúbal, E.P.E.",267.0
267,2022,268.0,Ginecologia/Obstetricia,"Centro Hospitalar do Baixo Vouga, E.P.E.",268.0
268,2022,269.0,Ortopedia,"Centro Hospitalar Lisboa Central, E.P.E.",269.0
269,2022,270.0,Psiquiatria,Centro Hospitalar Psiquiátrico de Lisboa,270.0
270,2022,271.0,Endocrinologia/Nutrição,"Centro Hospitalar do Baixo Vouga, E.P.E.",271.0
271,2022,272.0,Anestesiologia,"Centro Hospitalar do Porto, E.P.E.",272.0
272,2022,273.0,Ginecologia/Obstetricia,"Centro Hospitalar Lisboa Central, E.P.E.",273.0
273,2022,274.0,Anestesiologia,"Centro Hospitalar de São João, E.P.E.",274.0
274,2022,275.0,Radiologia,"Centro Hospitalar Lisboa Central, E.P.E.",275.0
275,2022,276.0,Pediatria,"Centro Hospitalar de São João, E.P.E.",276.0
276,2022,277.0,Radiologia,"Centro Hospitalar Lisboa Central, E.P.E.",277.0
277,2022,278.0,Ortopedia,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",278.0
278,2022,279.0,,,279.0
279,2022,280.0,Anestesiologia,"Centro Hospitalar de São João, E.P.E.",280.0
280,2022,281.0,Medicina Geral Familiar,ACES Douro I - Marão e Douro Norte - USF Corgo,281.0
281,2022,282.0,Cardiologia,"Hospital da Senhora da Oliveira - Guimarães, E.P.E.",282.0
282,2022,283.0,Neurologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",283.0
283,2022,284.0,Neurologia,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",284.0
284,2022,285.0,Anestesiologia,"Centro Hospitalar do Porto, E.P.E.",285.0
285,2022,286.0,Medicina Física Reabilitação,"Centro Hospitalar de São João, E.P.E.",286.0
286,2022,287.0,Gastroenterologia,"Centro Hospitalar do Algarve, E.P.E.",287.0
287,2022,288.0,Medicina Geral Familiar,ACES Cova da Beira - UCSP Covilhã,288.0
288,2022,289.0,Medicina Geral Familiar,ACES Lisboa Ocidental e Oeiras - USF Jardim dos Plátanos,289.0
289,2022,290.0,Medicina Interna,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",290.0
290,2022,291.0,Pediatria,"Hospital da Senhora da Oliveira - Guimarães, E.P.E.",291.0
291,2022,292.0,Otorrinolaringologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",292.0
292,2022,293.0,Urologia,"Centro Hospitalar do Porto, E.P.E.",293.0
293,2022,294.0,Radiologia,"Instituto Português Oncologia de Coimbra Francisco Gentil, E.P.E.",294.0
294,2022,295.0,Anestesiologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",295.0
295,2022,296.0,Pediatria,"Hospital Garcia de Orta, E.P.E.",296.0
296,2022,297.0,Anestesiologia,"Centro Hospitalar Lisboa Central, E.P.E.",297.0
297,2022,298.0,Ortopedia,"Centro Hospitalar Lisboa Central, E.P.E.",298.0
298,2022,299.0,Reumatologia,Hospital de Braga,299.0
299,2022,300.0,Reumatologia,"Unidade Local de Saúde do Alto Minho, E.P.E.",300.0
300,2022,301.0,Otorrinolaringologia,"Centro Hospitalar do Algarve, E.P.E.",301.0
301,2022,302.0,Endocrinologia/Nutrição,"Centro Hospitalar do Porto, E.P.E.",302.0
302,2022,303.0,Neurologia,"Centro Hospitalar do Porto, E.P.E.",303.0
303,2022,304.0,Medicina Geral Familiar,ACES Sintra - USF Mactamã,304.0
304,2022,305.0,Psiquiatria,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",305.0
305,2022,306.0,Pediatria,Hospital de Braga,306.0
306,2022,307.0,Endocrinologia/Nutrição,"Centro Hospitalar de Lisboa Norte, E.P.E.",307.0
307,2022,308.0,Psiquiatria Infância e Adolescência,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",308.0
308,2022,309.0,Pediatria,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",309.0
309,2022,310.0,,,310.0
310,2022,311.0,Ginecologia/Obstetricia,"Centro Hospitalar de Entre-Douro e Vouga, E.P.E.",311.0
311,2022,312.0,Psiquiatria,"Centro Hospitalar de São João, E.P.E.",312.0
312,2022,313.0,,,313.0
313,2022,314.0,Cardiologia,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",314.0
314,2022,315.0,Anestesiologia,"Centro Hospitalar Lisboa Central, E.P.E.",315.0
315,2022,316.0,Anestesiologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",316.0
316,2022,317.0,Ginecologia/Obstetricia,"Hospital Garcia de Orta, E.P.E.",317.0
317,2022,318.0,Otorrinolaringologia,Hospital da CUF Infante Santo,318.0
318,2022,319.0,Anestesiologia,"Centro Hospitalar do Porto, E.P.E.",319.0
319,2022,320.0,Anestesiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",320.0
320,2022,321.0,Cardiologia,"Centro Hospitalar do Baixo Vouga, E.P.E.",321.0
321,2022,322.0,Neurorradiologia,"Centro Hospitalar Lisboa Central, E.P.E.",322.0
322,2022,323.0,Urologia,Hospital de Braga,323.0
323,2022,324.0,Cardiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",324.0
324,2022,325.0,Anestesiologia,"Centro Hospitalar Lisboa Central, E.P.E.",325.0
325,2022,326.0,,,326.0
326,2022,327.0,Ortopedia,HPP Hospital de Cascais,327.0
327,2022,328.0,Psiquiatria,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",328.0
328,2022,329.0,Psiquiatria,"Hospital de Magalhães Lemos, E.P.E.",329.0
329,2022,330.0,Anestesiologia,"Hospital da Senhora da Oliveira - Guimarães, E.P.E.",330.0
330,2022,331.0,Ortopedia,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.",331.0
331,2022,332.0,Psiquiatria,"Hospital de Magalhães Lemos, E.P.E.",332.0
332,2022,333.0,Ginecologia/Obstetricia,"Centro Hospitalar de São João, E.P.E.",333.0
333,2022,334.0,Anestesiologia,"Centro Hospitalar Lisboa Central, E.P.E.",334.0
334,2022,335.0,Psiquiatria,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",335.0
335,2022,336.0,Anestesiologia,Hospital de Braga,336.0
336,2022,337.0,Medicina Geral Familiar,"ULS Matosinhos, E.P.E. - USF Horizonte",337.0
337,2022,338.0,Ginecologia/Obstetricia,"Centro Hospitalar do Porto, E.P.E.",338.0
338,2022,339.0,Cirurgia Geral,"Hospital da Senhora da Oliveira - Guimarães, E.P.E.",339.0
339,2022,340.0,Urologia,"Hospital da Senhora da Oliveira - Guimarães, E.P.E.",340.0
340,2022,341.0,Urologia,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",341.0
341,2022,342.0,Radiologia,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",342.0
342,2022,343.0,Reumatologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",343.0
343,2022,344.0,Cirurgia Pediátrica,"Centro Hospitalar de Lisboa Norte, E.P.E.",344.0
344,2022,345.0,Nefrologia,"Centro Hospitalar do Porto, E.P.E.",345.0
345,2022,346.0,Cardiologia,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.",346.0
346,2022,347.0,Gastroenterologia,"Hospital Divino Espírito Santo de Ponta Delgada, E.P.E.",347.0
347,2022,348.0,Urologia,"Instituto Português Oncologia de Lisboa Francisco Gentil, E.P.E.",348.0
348,2022,349.0,Cirurgia Geral,"Instituto Português Oncologia de Lisboa Francisco Gentil, E.P.E.",349.0
349,2022,350.0,Ortopedia,"Unidade Local de Saúde de Matosinhos, E.P.E.",350.0
350,2022,351.0,Ginecologia/Obstetricia,Hospital Central do Funchal,351.0
351,2022,352.0,Medicina Geral Familiar,ACES Dão Lafões - USF Infante D. Henrique,352.0
352,2022,353.0,Neurologia,"Centro Hospitalar de São João, E.P.E.",353.0
353,2022,354.0,Reumatologia,"Centro Hospitalar de São João, E.P.E.",354.0
354,2022,355.0,Reumatologia,"Centro Hospitalar de São João, E.P.E.",355.0
355,2022,356.0,Cirurgia Torácica,"Centro Hospitalar de Lisboa Norte, E.P.E.",356.0
356,2022,357.0,Pediatria,"Centro Hospitalar de Lisboa Norte, E.P.E.",357.0
357,2022,358.0,Ginecologia/Obstetricia,"Hospital Garcia de Orta, E.P.E.",358.0
